subj_idx,stim,rt,response
0,B0,1.85201152406697,0
0,A3,0.394505235660538,0
0,A2,0.678796214883276,0
0,A1,0.734418362992072,0
0,A0,1.00779292014442,1
0,N1,0.785717746466061,0
0,B0,0.704553215984632,0
0,A5,0.657207239870464,0
0,B0,0.825172726561201,1
0,N3,0.733862629769592,0
0,A0,0.963828799466976,0
0,N1,0.686516653655425,0
0,B5,0.613243119193023,0
0,A0,0.71469878229481,1
0,N2,0.683134798218699,0
0,B1,0.769935754428005,1
0,B2,0.56251528764213,1
0,B2,0.576042709389035,0
0,N2,0.564769857933281,0
0,B2,0.627897826085504,1
0,N2,0.524187592692566,0
0,N1,0.659461810161615,0
0,B2,0.630152396376655,0
0,A0,0.799245168212966,1
0,A1,0.632406966667805,1
0,N1,0.843209288890407,0
0,A0,0.732735344624017,1
0,N2,0.556878861914253,1
0,A0,0.745135481225346,1
0,N1,0.598588412300543,1
0,N1,0.643679818123559,1
0,N1,0.709062356566933,0
0,N1,0.58957013113594,0
0,N5,0.615497689484174,0
0,N2,0.820663585978899,0
0,A1,0.687643938801,0
0,A0,0.763172043554553,1
0,A0,0.693280364528878,1
0,A2,0.718080637731537,0
0,A0,0.600842982591694,1
0,N1,0.597461127154968,0
0,N3,0.57491542424346,0
0,B0,0.721462493168263,1
0,A0,0.622261400357627,1
0,N1,0.621134115212051,0
0,B0,0.683134798218699,1
0,N1,0.644807103269135,0
0,A0,0.787972316757212,1
0,A1,0.759790188117827,0
0,N1,0.718080637731537,0
0,N1,0.598588412300543,0
0,B0,0.755281047535525,1
0,A0,0.78346317617491,1
0,N1,0.601970267737269,0
0,N2,0.438513921628835,0
0,B4,0.571533568806733,0
0,N3,0.526442162983717,0
0,A1,0.686516653655425,0
0,A4,0.612115834047448,0
0,B1,0.801499738504117,1
0,B0,0.634661536958956,1
0,A2,0.578297279680186,0
0,N2,0.821790871124474,0
0,N2,0.70004407540233,0
0,A0,0.782335891029335,1
0,A2,0.748517336662073,1
0,B1,0.572660853952309,0
0,B0,0.561388002496555,1
0,N1,0.777826750447033,0
0,B2,0.684262083364274,1
0,B1,0.694407649674453,1
0,N1,0.58957013113594,0
0,N2,0.661716380452766,0
0,A1,0.571533568806733,0
0,A1,0.828554581997927,1
0,N1,0.769935754428005,0
0,N1,0.796990597921815,0
0,B0,0.785717746466061,1
0,B1,0.720335208022687,1
0,B0,0.640297962686833,1
0,N4,0.57716999453461,0
0,B2,0.724844348604989,1
0,N2,0.6188795449209,0
0,N1,0.623388685503202,0
0,B0,0.721462493168263,1
0,N1,0.745135481225346,0
0,A0,0.787972316757212,1
0,B2,0.732735344624017,1
0,B2,0.641425247832409,0
0,N3,0.6188795449209,0
0,N1,0.70004407540233,0
0,A1,0.671861946762945,0
0,B2,0.902955401605904,1
0,B0,0.78120860588376,1
0,A1,0.630152396376655,0
0,N1,0.543351440167348,0
0,N1,0.617752259775325,0
0,B5,0.592951986572666,1
0,N1,0.977356221213881,1
0,A0,0.756408332681101,1
0,N2,0.778954035592609,1
0,B0,0.742880910934196,1
0,N1,0.880409698694396,0
0,N1,0.656079954724889,0
0,A0,0.882664268985547,1
0,N1,0.796990597921815,0
0,A0,0.941283096555468,1
0,N1,0.808263449377569,1
0,A0,0.75415376238995,1
0,N1,0.734989914915168,0
0,N2,0.730480774332866,0
0,N1,0.719207922877112,0
0,N2,0.613243119193023,0
0,B0,0.786845031611637,1
0,B1,0.710189641712509,0
0,A1,0.82291815627005,0
0,N2,0.404695367261572,0
0,N3,0.610988548901873,0
0,N1,0.738371770351894,0
0,A1,0.798117883067391,1
0,A2,0.990883642960786,1
0,B2,1.18590397314533,1
0,N1,0.731608059478442,0
0,N1,0.890555265004574,0
0,N1,1.04273875965725,0
0,N1,1.42110030692863,0
0,A0,1.24268022434067,1
0,N1,0.699072838210118,0
0,A0,0.735591568564378,0
0,B2,0.921315397223186,1
0,N3,0.668814461630874,0
0,N2,0.73246139167687,1
0,N2,0.626035377501598,0
0,A1,0.64899000800999,0
0,N3,0.594733608626518,0
0,A0,0.713680330351822,1
0,N1,0.702203015097626,0
0,N1,0.681335169180906,0
0,A0,0.998526427115049,1
0,A0,0.740808530043558,1
0,A2,0.653163577193334,1
0,N1,0.525869717101343,0
0,A1,0.590560039443174,0
0,N3,0.639599477347466,0
0,B3,0.627078769797434,0
0,B0,0.73767835315605,1
0,A0,0.637512692755794,1
0,N3,0.573865762709798,0
0,A0,0.825323306006274,1
0,A0,0.585343077963994,1
0,N2,0.476830279197051,0
0,B0,0.754372629889426,1
0,A0,0.647946615714154,1
0,N1,0.583256293372323,0
0,N1,0.822193129118766,0
0,A0,0.914011651152334,1
0,B0,0.792978144835358,1
0,N3,0.61768823913491,0
0,B0,0.744982099226902,1
0,B1,0.58638647025983,0
0,A0,0.755416022185262,1
0,N1,0.806542244681226,1
0,A0,0.528999893988851,1
0,N3,0.756459414481098,0
0,B2,0.67507481540589,0
0,N1,0.900447551306466,1
0,N1,0.704289799689298,0
0,B1,0.658380538672514,0
0,A1,0.825323306006274,1
0,N1,0.833670444372962,0
0,N1,0.604124139289042,0
0,A3,0.671944638518382,1
0,N1,0.600993962401534,0
0,N1,0.615601454543238,0
0,A0,0.60725431617655,1
0,A0,0.634382515868286,1
0,N1,0.723070861014346,0
0,B0,0.640642869643302,1
0,N1,0.614558062247402,0
0,N3,0.718897291831002,0
0,N1,0.689682307547594,0
0,B3,0.859755251768862,1
0,A3,0.79506492942703,1
0,N1,0.749155668410246,1
0,A0,0.932792712477381,1
0,B0,1.28754609306162,1
0,N1,0.848277936514666,0
0,N2,0.689682307547594,0
0,N1,0.679248384589234,0
0,B0,0.639599477347466,1
0,N6,0.672988030814218,1
0,A1,0.589516647147339,1
0,N2,0.702203015097626,0
0,B3,0.510218832663803,0
0,B0,0.707419976576806,1
0,B2,0.620818416022418,1
0,B3,0.60203735469737,0
0,A0,0.78984796794785,1
0,B1,0.634382515868286,1
0,N1,0.823236521414602,1
0,N1,0.683421953772578,1
0,N1,0.785674398764506,1
0,N1,0.71681050723933,1
0,N1,0.66464089244753,0
0,N1,0.854538290289682,0
0,N5,0.614558062247402,0
0,N1,0.635425908164122,0
0,A3,0.518565971030491,0
0,A1,0.740808530043558,0
0,B0,0.666727677039202,1
0,N1,0.770023514326966,0
0,A0,0.718897291831002,1
0,N1,0.787761183356178,0
0,N3,0.587429862555666,0
0,B1,0.522739540213835,0
0,A0,0.639599477347466,1
0,N1,0.962007696760789,0
0,B1,0.655250361785006,1
0,B1,0.63855608505163,1
0,N2,0.710550153464314,0
0,N3,0.652120184897498,0
0,N1,0.72724443019769,0
0,N1,0.593690216330682,0
0,N5,0.702203015097626,0
0,A0,0.754372629889426,1
0,A1,0.747068883818574,0
0,A1,0.709506761168478,1
0,B0,0.65942393096835,1
0,A0,0.561345055159767,1
0,N1,0.759589591368606,1
0,N1,0.736634960860214,1
0,N5,0.85766846717719,1
0,N5,0.661510715560022,0
0,N6,0.62812216209327,0
0,N1,0.584299685668158,0
0,B0,0.880623097685582,1
0,N3,0.576995939597306,0
0,B4,0.70115962280179,0
0,A0,0.715767114943494,1
0,B0,0.63855608505163,1
0,N4,0.626035377501598,0
0,A0,0.713680330351822,1
0,B0,0.70115962280179,1
0,N1,0.515435794142983,0
0,N1,0.623948592909926,0
0,A3,0.558214878272259,0
0,A0,0.682378561476742,1
0,A1,0.764806552847786,1
0,N1,0.647946615714154,0
0,A0,0.708463368872642,1
0,N1,0.62290520061409,0
0,N2,0.63333912357245,0
0,N3,0.65420696948917,0
0,A0,0.839930798147978,1
0,A2,0.551954524497243,0
0,B0,0.720984076422674,1
0,N1,0.74289531463523,1
0,N3,0.631252338980778,1
0,N5,0.572822370413963,0
0,N2,0.62290520061409,0
0,N3,0.447615294913643,0
0,A4,0.530043286284687,0
0,B3,0.660467323264186,0
0,A0,0.83680062126047,1
0,A2,0.61768823913491,1
0,A0,0.684465346068414,1
0,N4,0.585343077963994,0
0,A1,0.60203735469737,0
0,N5,0.548824347609735,1
0,N1,0.835757228964634,0
0,N1,0.848277936514666,0
0,N2,0.576995939597306,0
0,A1,0.871232567023058,1
0,A5,0.688638915251758,0
0,B0,0.632295731276614,1
0,N2,0.658380538672514,1
0,N1,0.682378561476742,1
0,N2,0.671944638518382,0
0,N1,0.69072569984343,0
0,N2,0.75854619907277,0
0,B1,0.636469300459958,0
0,B0,0.595777000922354,1
0,B0,0.599950570105698,1
0,N1,0.566562016638946,0
0,A4,0.681335169180906,1
0,N3,0.799238498610374,0
0,B2,0.660467323264186,1
0,N4,0.576995939597306,0
0,N1,0.699072838210118,0
0,B0,0.623948592909926,1
0,A1,0.635425908164122,0
0,B1,0.681335169180906,1
0,B1,0.825323306006274,1
0,B0,0.670901246222546,1
0,B1,0.656293754080842,1
0,N1,0.65420696948917,1
0,N1,0.791934752539522,1
0,N3,0.880623097685582,0
0,N1,0.761676375960278,0
0,B1,0.733504783972706,0
0,B0,0.738721745451886,1
0,B0,1.00061321170672,1
0,B1,0.650033400305826,1
0,B0,0.674031423110054,1
0,N1,1.12582028720704,0
0,B0,0.833670444372962,1
0,N2,1.06739031864023,0
0,B0,0.696986053618446,1
0,B0,0.720984076422674,1
0,N1,1.32823839259922,0
0,B2,0.699072838210118,1
0,B1,0.708463368872642,1
0,N1,0.911924866560662,0
0,B1,0.662554107855858,1
0,N1,0.772627510964017,0
0,A1,0.984095896992395,1
0,B0,0.676935112817098,1
0,N4,0.546982473358318,1
0,N1,0.5954193662475,1
0,N1,0.802162201750104,0
0,A1,0.666302624134107,0
0,A0,0.810431915170208,1
0,N1,1.0467094414589,1
0,N1,0.567066063092857,1
0,N2,0.647400422031012,1
0,N2,0.744274207809375,1
0,N3,0.699381477814523,0
0,N2,0.678116500448541,0
0,B0,0.652125972556785,1
0,N1,0.63322377045369,0
0,B1,0.571791613618631,0
0,A0,0.73246033149494,1
0,A3,0.616684343613482,1
0,A0,0.86595713384805,1
0,N2,0.839966605956294,0
0,N6,0.641493483873794,0
0,N1,0.525717495992336,0
0,B0,0.705288415971741,1
0,A0,0.702925640708854,1
0,A2,0.497364192837693,1
0,A1,0.640312096242351,0
0,A1,0.606051854930491,1
0,N1,0.736004494389271,0
0,N2,0.665121236502663,0
0,B0,0.705288415971741,1
0,A0,0.758450859386696,1
0,A0,0.789166937804226,1
0,N1,0.513903619677902,1
0,N1,0.679297888079985,0
0,N1,0.726553393337723,0
0,A0,0.79743665122433,1
0,N2,0.73246033149494,0
0,A0,0.772627510964017,1
0,N1,0.637949320979464,0
0,N3,0.619047118876369,0
0,A0,0.675753725185654,1
0,N2,0.776171673858348,0
0,A0,0.627316832296473,1
0,A0,0.773808898595461,1
0,A0,0.79743665122433,1
0,N4,0.665121236502663,0
0,B0,0.650944584925342,0
0,N2,0.744274207809375,0
0,N1,0.907305700948571,0
0,B0,0.798618038855773,1
0,N2,0.626135444665029,0
0,B0,0.536349984675327,1
0,A0,0.658032910714003,1
0,N2,0.613140180719152,0
0,B0,0.746636983072262,1
0,A0,0.518629170203675,1
0,B1,0.739548657283601,1
0,N3,0.673390949922768,0
0,N2,0.5682474507243,0
0,N1,0.551708023884092,0
0,B1,0.661577073608333,0
0,N1,0.774990286226904,0
0,A0,0.83169689253619,1
0,N1,0.756088084123809,0
0,N3,0.691111764394419,0
0,A5,0.487913091786146,0
0,B0,0.724190618074836,1
0,N2,0.734823106757827,0
0,A1,0.615502955982038,0
0,N1,0.746636983072262,0
0,N4,0.63322377045369,0
0,B0,0.637949320979464,1
0,B0,0.736004494389271,1
0,N1,0.594237978616056,0
0,B1,0.780897224384122,0
0,N3,0.705288415971741,0
0,B1,0.740730044915044,0
0,B0,0.686386213868646,1
0,B0,0.619047118876369,1
0,N2,0.676935112817098,0
0,N1,0.717102292286175,0
0,B1,0.491457254680476,0
0,N4,0.777353061489791,0
0,B1,0.538712759938214,1
0,N2,0.673390949922768,0
0,B4,0.620228506507812,0
0,B0,0.665121236502663,1
0,N4,0.671028174659881,0
0,B2,0.739548657283601,0
0,N2,0.881315173056815,0
0,B0,0.699381477814523,1
0,N1,0.702925640708854,0
0,B5,0.706469803603184,1
0,A0,0.834059667799077,1
0,B0,0.505633906257797,1
0,N1,0.760813634649583,0
0,N1,0.640312096242351,0
0,B2,0.515085007309345,1
0,B0,0.609596017824821,1
0,N1,0.850599094639285,0
0,B2,0.578879939407291,0
0,B2,0.581242714670178,0
0,A1,0.623772669402143,1
0,N1,0.973463408309404,0
0,A0,0.734823106757827,1
0,N4,0.46901088968305,0
0,N1,0.717102292286175,0
0,A0,0.731278943863497,1
0,A0,0.632042382822247,1
0,B1,0.66039568597689,0
0,A1,0.509178069152128,1
0,A0,0.643856259136681,1
0,N2,0.578879939407291,0
0,N4,0.645037646768125,0
0,B3,0.506815293889241,0
0,N1,0.662758461239776,0
0,A0,0.650944584925342,1
0,A2,0.730097556232053,0
0,B0,0.630860995190803,1
0,N2,0.535168597043884,1
0,N2,0.648581809662455,0
0,N2,0.661577073608333,0
0,N1,0.590693815721726,0
0,A1,0.544619698095431,0
0,A0,0.669846787028437,1
0,A0,0.665121236502663,1
0,N1,0.432387873108303,1
0,N3,0.643856259136681,0
0,A1,0.822245791484642,1
0,N1,1.07151858171921,0
0,A1,0.658032910714003,1
0,N1,0.620228506507812,1
0,A0,0.476099215471711,1
0,N1,0.710013966497515,0
0,N2,0.699381477814523,0
0,N1,0.752543921229479,0
0,A2,0.773808898595461,1
0,N2,0.653307360188229,0
0,A5,0.634405158085134,0
0,A0,0.695837314920193,1
0,N1,0.89667321226558,0
0,N1,0.608414630193378,0
0,A0,0.676935112817098,1
0,B1,0.672209562291324,1
0,N1,0.854143257533616,0
0,N1,0.733641719126384,0
0,A3,0.707651191234628,0
0,A2,0.75963224701814,1
0,N1,0.852961869902172,1
0,N2,0.676935112817098,0
0,B2,0.776171673858348,1
0,B1,0.75963224701814,1
0,N1,0.705288415971741,0
0,B0,0.539894147569658,1
0,A1,0.767901960438244,1
0,A1,0.86595713384805,1
0,B5,0.787985550172782,1
0,N1,0.672209562291324,1
0,N1,0.740730044915044,0
0,N2,0.851780482270729,0
0,N1,0.676935112817098,1
0,N1,0.738367269652157,1
0,N2,0.871864072005267,0
0,N1,0.668665399396994,1
0,N1,0.725372005706279,1
0,N3,0.738367269652157,0
0,B2,0.641493483873794,0
0,N1,0.535168597043884,0
0,B4,0.778534449121235,1
0,N1,0.917938189631562,1
0,B0,0.66039568597689,1
0,N1,0.752543921229479,0
0,N3,0.665121236502663,0
0,N1,0.658032910714003,0
0,B1,0.82815272964186,1
0,A3,0.617865731244925,0
0,B0,0.582424102301622,1
0,B0,0.523354720729449,1
0,N1,0.570610225987187,0
0,B0,0.648581809662455,1
0,N2,0.739548657283601,0
0,B0,0.585968265195952,1
0,N1,0.748999758335148,0
0,N2,0.673390949922768,0
0,B0,0.581242714670178,1
0,B0,0.661577073608333,1
0,N1,0.666302624134107,0
0,B2,0.767901960438244,1
0,A0,0.720646455180506,1
0,N5,0.704107028340297,0
0,N4,0.805706364644434,1
0,B3,0.616684343613482,0
0,N2,0.940384554628988,1
0,N3,0.689930376762976,0
0,N2,0.780897224384122,0
0,B0,0.585968265195952,1
0,A1,0.5954193662475,1
0,A0,0.777353061489791,1
0,N2,0.526898883623779,0
0,N1,0.720646455180506,0
0,B1,0.740730044915044,1
0,N1,0.778534449121235,1
0,N6,0.769083348069687,0
0,B0,0.700562865445967,1
0,A1,0.685204826237202,1
0,N1,0.711195354128958,0
0,N4,0.621409894139256,0
0,A0,0.69465592728875,1
0,N1,0.53398720941244,0
0,N1,0.602507692036161,0
